Age_Bracket,City,Monthly_Income,Dietary_Style,Weekly_Workouts,Orders_Per_Week,Avg_Spend_Order,Primary_Occasions,Interest_Calorie_Control,Alcohol_Consumption_Freq,Drink_Preference,Max_Set_Calories,Favourite_Flavours,Spirits_Enjoyed,Openness_Zero_Proof,Fair_Price_Bundle,Importance_Local_Ingredients,Likely_Try_30_Days,Likely_Reorder_Score,Preferred_Loyalty_Benefit
18-24,Bengaluru,20000.0,Other,6,1,964.0,"Dinner, Lunch",5,1× week,Equal,600,"Citrus, Herbal, Smoky, Spicy","Rum, Tequila, Vodka, Whisky",Yes definitely,1 000-1 200,5,Maybe,4,Points
55+,Delhi,20000.0,Keto,4,0,945.0,Lunch,5,1× week,Equal,400,"Earthy, Herbal",Rum,Maybe,1 000-1 200,4,Maybe,3,Free delivery
25-34,Mumbai,20000.0,Vegan,3,1,849.0,Lunch,5,Never,Mocktails,500,"Earthy, Fruity, Spicy",None,Yes definitely,1 000-1 200,4,Maybe,3,Cocktail upgrade
18-24,Bengaluru,28594.0,Omni,2,1,1201.0,"Dinner, Lunch, Post-work drinks",1,1× week,Cocktails,500,"Earthy, Fruity","Rum, Vodka",Maybe,<800,5,Maybe,3,Points
25-34,Bengaluru,34787.0,Omni,0,2,1755.0,Dinner,4,Never,Mocktails,500,Fruity,None,Yes definitely,1 000-1 200,5,Yes,4,Free delivery
45-54,Bengaluru,34231.0,Keto,1,0,1569.0,"Dinner, Weekend treat",4,Never,Mocktails,400,"Smoky, Spicy",None,Yes definitely,800-1 000,5,No,1,Free delivery
18-24,Chennai,20000.0,Omni,3,4,1066.0,Lunch,5,1-2× month,Mocktails,500,"Earthy, Smoky, Spicy",Tequila,Never,1 000-1 200,4,Yes,4,Points
45-54,Hyderabad,20000.0,Omni,2,2,918.0,Lunch,4,1× week,Cocktails,600,"Citrus, Earthy, Spicy",Rum,Yes definitely,1 000-1 200,4,Maybe,3,Cocktail upgrade
18-24,Mumbai,64117.0,Omni,6,4,2000.0,"Dinner, Weekend treat",5,1-2× month,Equal,500,"Citrus, Fruity","Rum, Tequila",Maybe,>1 200,5,No,1,Points
25-34,Delhi,56400.0,Vegetarian,4,0,2000.0,Dinner,2,2-3× week,Mocktails,500,"Fruity, Smoky",Whisky,Yes definitely,800-1 000,4,No,1,Cocktail upgrade
25-34,Bengaluru,27972.0,Keto,0,2,1329.0,Lunch,5,Never,Mocktails,600,"Earthy, Herbal, Spicy",None,Yes definitely,800-1 000,5,Maybe,3,Points
25-34,Kolkata,47782.0,Omni,6,0,2000.0,Post-work drinks,5,2-3× week,Cocktails,500,"Citrus, Fruity","Rum, Vodka, Whisky",Yes definitely,1 000-1 200,4,No,2,Points
25-34,Hyderabad,24492.0,Omni,1,1,1263.0,Weekend treat,2,1-2× month,Mocktails,500,"Earthy, Herbal, Smoky","Gin, Rum, Whisky",Maybe,1 000-1 200,5,No,2,Nutrition consult
25-34,Mumbai,23864.0,Omni,6,2,1131.0,Lunch,5,2-3× week,Equal,600,"Citrus, Fruity, Smoky, Spicy",Vodka,Never,800-1 000,5,Maybe,3,Cocktail upgrade
25-34,Hyderabad,27445.0,Vegan,0,2,1225.0,Dinner,3,Never,Mocktails,500,Citrus,None,Yes definitely,<800,4,Yes,3,Free delivery
25-34,Kolkata,20000.0,Vegetarian,3,0,1040.0,Lunch,5,2-3× week,Equal,600,Fruity,"Gin, Tequila, Vodka",Unlikely,1 000-1 200,5,Maybe,3,Cocktail upgrade
18-24,Hyderabad,27347.0,Other,3,0,1300.0,"Dinner, Lunch",5,1-2× month,Cocktails,500,Herbal,Gin,Maybe,800-1 000,4,Maybe,2,Nutrition consult
35-44,Pune,97068.0,Omni,2,1,2000.0,Dinner,3,1-2× month,Equal,600,"Citrus, Earthy","Rum, Whisky",Maybe,1 000-1 200,4,No,1,Points
25-34,Mumbai,35999.0,Vegetarian,0,1,1726.0,"Dinner, Weekend treat",5,2-3× week,Cocktails,400,"Earthy, Fruity, Herbal, Smoky","Gin, Vodka, Whisky",Maybe,800-1 000,5,No,2,Free delivery
45-54,Hyderabad,26683.0,Omni,1,5,1209.0,"Dinner, Lunch",5,1× week,Cocktails,600,"Smoky, Spicy","Gin, Rum, Tequila",Unlikely,800-1 000,5,Yes,4,Points
25-34,Mumbai,20000.0,Omni,5,2,970.0,Weekend treat,5,Never,Mocktails,500,"Herbal, Spicy",None,Yes definitely,1 000-1 200,3,Yes,5,Points
45-54,Mumbai,30321.0,Other,2,0,1419.0,Post-work drinks,3,2-3× week,Equal,600,Smoky,"Gin, Vodka",Unlikely,1 000-1 200,4,Maybe,3,Nutrition consult
25-34,Delhi,37934.0,Keto,0,2,1813.0,"Lunch, Weekend treat",3,2-3× week,Cocktails,600,Earthy,Gin,Unlikely,800-1 000,5,No,1,Free delivery
45-54,Pune,26151.0,Omni,0,1,1169.0,"Lunch, Weekend treat",4,1× week,Mocktails,600,"Citrus, Earthy, Smoky, Spicy","Tequila, Vodka",Yes definitely,1 000-1 200,5,No,2,Points
25-34,Pune,32936.0,Vegetarian,3,0,1536.0,Weekend treat,3,Daily,Cocktails,400,Herbal,"Gin, Vodka, Whisky",Unlikely,1 000-1 200,3,Yes,4,Points
45-54,Kolkata,20000.0,Omni,2,1,1117.0,Weekend treat,5,1-2× month,Equal,400,Spicy,"Tequila, Whisky",Yes definitely,>1 200,4,Maybe,2,Free delivery
25-34,Bengaluru,27721.0,Omni,2,0,1395.0,Dinner,3,Never,Mocktails,500,Earthy,None,Yes definitely,<800,4,No,1,Nutrition consult
45-54,Mumbai,31050.0,Omni,6,2,1574.0,Post-work drinks,5,1-2× month,Mocktails,600,Earthy,Tequila,Maybe,1 000-1 200,3,Yes,4,Points
35-44,Mumbai,29197.0,Vegetarian,4,1,1456.0,Lunch,5,Daily,Cocktails,600,"Herbal, Smoky, Spicy",Gin,Never,800-1 000,5,No,1,Free delivery
35-44,Kolkata,20000.0,Omni,4,3,1129.0,"Dinner, Post-work drinks",5,1× week,Equal,600,"Citrus, Earthy",Rum,Maybe,800-1 000,5,Maybe,2,Points
25-34,Mumbai,20000.0,Vegan,2,2,1011.0,Dinner,3,1-2× month,Cocktails,600,"Herbal, Spicy",Whisky,Unlikely,800-1 000,4,Yes,5,Nutrition consult
35-44,Chennai,68895.0,Vegan,3,3,2000.0,Lunch,3,1-2× month,Cocktails,500,Herbal,"Gin, Vodka",Maybe,>1 200,4,Maybe,4,Nutrition consult
25-34,Bengaluru,51447.0,Keto,5,4,2000.0,"Post-work drinks, Weekend treat",5,Daily,Equal,500,"Earthy, Herbal, Smoky",Rum,Maybe,800-1 000,1,Yes,3,Points
35-44,Kolkata,27667.0,Omni,1,1,1324.0,"Lunch, Weekend treat",3,1-2× month,Avoid all,400,Herbal,Rum,Yes definitely,800-1 000,5,Maybe,2,Free delivery
25-34,Mumbai,32106.0,Vegetarian,1,1,3249.0,Post-work drinks,2,1-2× month,Mocktails,500,Smoky,Gin,Unlikely,1 000-1 200,5,Yes,4,Points
18-24,Kolkata,20000.0,Omni,2,4,1123.0,Post-work drinks,4,Daily,Cocktails,500,Citrus,"Gin, Vodka",Unlikely,1 000-1 200,2,Maybe,3,Nutrition consult
35-44,Mumbai,57615.0,Other,0,2,2000.0,Dinner,4,Never,Mocktails,500,Spicy,None,Yes definitely,1 000-1 200,1,Maybe,4,Points
25-34,Delhi,59338.0,Omni,7,2,2000.0,Dinner,5,1× week,Cocktails,600,"Citrus, Fruity, Smoky",Tequila,Maybe,>1 200,3,Yes,4,Points
45-54,Bengaluru,20000.0,Omni,2,3,929.0,"Dinner, Lunch",2,Never,Mocktails,500,Fruity,None,Yes definitely,800-1 000,4,Maybe,3,Free delivery
35-44,Bengaluru,56310.0,Omni,5,2,2000.0,"Lunch, Weekend treat",5,2-3× week,Equal,600,Fruity,Gin,Unlikely,800-1 000,4,Yes,3,Free delivery
35-44,Mumbai,38027.0,Vegetarian,4,2,1558.0,"Dinner, Lunch",5,1× week,Mocktails,600,"Citrus, Spicy",Vodka,Unlikely,800-1 000,4,Yes,4,Cocktail upgrade
25-34,Delhi,20000.0,Vegetarian,3,0,2173.0,"Dinner, Lunch",5,Never,Mocktails,700,"Citrus, Fruity, Spicy",None,Yes definitely,<800,3,Yes,3,Nutrition consult
25-34,Bengaluru,20000.0,Vegetarian,3,0,1194.0,"Dinner, Post-work drinks",5,1× week,Mocktails,400,Earthy,"Gin, Rum, Whisky",Maybe,800-1 000,3,Yes,5,Free delivery
45-54,Mumbai,20000.0,Omni,1,0,1063.0,Dinner,5,1-2× month,Equal,500,"Earthy, Herbal","Gin, Rum, Vodka",Maybe,>1 200,3,Maybe,2,Points
35-44,Hyderabad,61915.0,Omni,4,4,2000.0,Post-work drinks,5,2-3× week,Cocktails,700,"Fruity, Herbal, Smoky","Gin, Rum, Tequila, Vodka, Whisky",Maybe,1 000-1 200,3,No,1,Nutrition consult
35-44,Hyderabad,25567.0,Omni,2,1,1036.0,Weekend treat,4,Never,Mocktails,500,"Citrus, Earthy",None,Yes definitely,<800,5,Maybe,3,Cocktail upgrade
18-24,Delhi,25995.0,Omni,0,0,1263.0,Dinner,5,1-2× month,Equal,700,"Earthy, Fruity, Herbal","Tequila, Whisky",Maybe,<800,2,Yes,4,Cocktail upgrade
25-34,Hyderabad,22072.0,Omni,2,1,1058.0,"Post-work drinks, Weekend treat",4,Daily,Cocktails,500,"Citrus, Earthy, Herbal",Gin,Yes definitely,800-1 000,4,No,1,Free delivery
25-34,Hyderabad,26013.0,Vegetarian,1,0,1166.0,Lunch,5,1-2× month,Equal,500,"Fruity, Spicy",Vodka,Maybe,800-1 000,4,Yes,4,Free delivery
25-34,Kolkata,20000.0,Vegan,1,2,1046.0,"Dinner, Lunch, Post-work drinks, Weekend treat",4,2-3× week,Equal,700,Fruity,"Gin, Rum, Vodka, Whisky",Yes definitely,>1 200,2,Yes,4,Points
45-54,Mumbai,33109.0,Omni,3,3,1504.0,"Dinner, Post-work drinks",4,1× week,Cocktails,600,Earthy,Whisky,Yes definitely,800-1 000,2,Maybe,4,Points
45-54,Bengaluru,83144.0,Omni,5,0,2000.0,"Dinner, Post-work drinks",5,1× week,Equal,600,"Citrus, Fruity",Tequila,Maybe,1 000-1 200,4,Yes,5,Free delivery
45-54,Pune,31739.0,Vegetarian,2,6,1246.0,"Dinner, Post-work drinks",4,1× week,Equal,500,Earthy,Rum,Unlikely,1 000-1 200,4,Yes,4,Free delivery
25-34,Mumbai,28623.0,Vegetarian,3,2,1350.0,"Dinner, Lunch, Weekend treat",2,1× week,Mocktails,600,Earthy,Vodka,Unlikely,1 000-1 200,5,No,1,Points
35-44,Mumbai,27035.0,Omni,0,3,1457.0,"Lunch, Post-work drinks, Weekend treat",4,1-2× month,Mocktails,500,"Fruity, Herbal, Smoky",Whisky,Maybe,1 000-1 200,3,Maybe,2,Nutrition consult
18-24,Mumbai,34730.0,Omni,3,0,1646.0,"Dinner, Lunch, Post-work drinks",4,Never,Mocktails,500,"Citrus, Earthy, Herbal",None,Yes definitely,<800,4,Yes,4,Nutrition consult
25-34,Chennai,20000.0,Vegetarian,6,0,812.0,"Lunch, Post-work drinks",2,1× week,Equal,700,Spicy,"Vodka, Whisky",Maybe,1 000-1 200,4,Maybe,4,Points
25-34,Hyderabad,20000.0,Omni,0,2,790.0,Lunch,5,1-2× month,Mocktails,500,"Fruity, Herbal",Vodka,Yes definitely,>1 200,5,Yes,5,Points
25-34,Bengaluru,21399.0,Vegetarian,0,4,1101.0,Lunch,2,2-3× week,Mocktails,500,Earthy,Gin,Never,>1 200,4,Yes,4,Points
18-24,Chennai,20000.0,Vegetarian,2,3,1035.0,Dinner,2,1× week,Cocktails,500,"Fruity, Herbal",Rum,Unlikely,1 000-1 200,2,Maybe,2,Nutrition consult
35-44,Delhi,35900.0,Omni,0,2,1609.0,Post-work drinks,2,2-3× week,Mocktails,600,Earthy,Vodka,Unlikely,<800,4,Maybe,4,Free delivery
45-54,Mumbai,34025.0,Vegan,2,1,1496.0,Post-work drinks,4,1-2× month,Cocktails,500,"Citrus, Earthy",Tequila,Maybe,>1 200,3,Yes,5,Free delivery
18-24,Bengaluru,21442.0,Vegetarian,0,2,1296.0,"Lunch, Post-work drinks",5,1-2× month,Mocktails,500,Spicy,Tequila,Maybe,800-1 000,4,Yes,4,Free delivery
55+,Delhi,22573.0,Vegetarian,1,2,1011.0,Lunch,4,Never,Mocktails,500,Earthy,None,Yes definitely,1 000-1 200,4,Yes,3,Points
25-34,Mumbai,20239.0,Vegan,3,3,1150.0,"Dinner, Lunch",3,Never,Mocktails,700,"Herbal, Smoky",None,Yes definitely,1 000-1 200,5,Yes,4,Points
25-34,Mumbai,20000.0,Omni,3,1,904.0,Weekend treat,3,2-3× week,Mocktails,500,"Citrus, Smoky",Tequila,Unlikely,>1 200,1,Yes,4,Cocktail upgrade
45-54,Delhi,20000.0,Vegetarian,1,1,980.0,Dinner,5,Never,Mocktails,400,Earthy,None,Yes definitely,800-1 000,4,Yes,4,Free delivery
35-44,Mumbai,20000.0,Omni,3,1,1183.0,Dinner,3,1-2× month,Mocktails,500,"Herbal, Smoky, Spicy",Gin,Yes definitely,<800,4,Yes,4,Nutrition consult
35-44,Kolkata,24222.0,Omni,1,4,1003.0,Dinner,5,Daily,Mocktails,500,"Earthy, Herbal, Spicy","Tequila, Whisky",Yes definitely,>1 200,4,Maybe,3,Free delivery
25-34,Mumbai,23629.0,Omni,1,0,1096.0,Dinner,5,2-3× week,Cocktails,600,"Citrus, Fruity, Herbal, Spicy","Gin, Whisky",Maybe,800-1 000,3,Yes,4,Points
35-44,Mumbai,20000.0,Omni,4,3,1036.0,"Lunch, Post-work drinks, Weekend treat",5,1× week,Equal,600,"Citrus, Earthy, Smoky",Gin,Yes definitely,1 000-1 200,2,No,1,Points
45-54,Mumbai,40953.0,Omni,1,2,1834.0,Lunch,4,Never,Mocktails,400,"Earthy, Smoky, Spicy",None,Yes definitely,1 000-1 200,5,Yes,4,Free delivery
45-54,Mumbai,28316.0,Vegetarian,1,3,1400.0,Lunch,3,Never,Mocktails,500,"Citrus, Fruity",None,Yes definitely,>1 200,5,Maybe,2,Nutrition consult
35-44,Bengaluru,20000.0,Vegetarian,2,1,2292.0,Dinner,4,1-2× month,Mocktails,500,Citrus,Tequila,Maybe,1 000-1 200,4,Yes,4,Points
45-54,Mumbai,26524.0,Omni,2,3,1242.0,Post-work drinks,5,1-2× month,Cocktails,400,"Citrus, Earthy, Fruity, Smoky",Gin,Yes definitely,1 000-1 200,2,Maybe,2,Free delivery
25-34,Chennai,20000.0,Vegetarian,0,3,987.0,Weekend treat,4,1-2× month,Equal,600,"Fruity, Spicy","Gin, Vodka",Yes definitely,800-1 000,5,Yes,4,Nutrition consult
35-44,Hyderabad,35167.0,Omni,2,3,1714.0,Post-work drinks,5,1-2× month,Cocktails,700,"Fruity, Smoky, Spicy",Rum,Maybe,800-1 000,4,No,1,Cocktail upgrade
25-34,Kolkata,20833.0,Omni,1,3,1015.0,Post-work drinks,5,1× week,Equal,500,"Earthy, Smoky","Rum, Vodka",Unlikely,1 000-1 200,5,Maybe,3,Cocktail upgrade
45-54,Bengaluru,47972.0,Vegetarian,2,4,2000.0,"Dinner, Lunch",4,Never,Mocktails,600,"Citrus, Earthy, Herbal, Spicy",None,Yes definitely,1 000-1 200,5,Yes,3,Cocktail upgrade
35-44,Chennai,33150.0,Keto,1,1,1442.0,Lunch,4,Never,Mocktails,600,Smoky,None,Yes definitely,>1 200,5,Maybe,2,Points
45-54,Kolkata,32378.0,Omni,0,2,1604.0,Dinner,4,1-2× month,Mocktails,600,"Citrus, Fruity",Gin,Unlikely,1 000-1 200,4,Yes,4,Points
18-24,Delhi,68003.0,Omni,6,1,2000.0,Weekend treat,2,Never,Mocktails,500,"Citrus, Fruity",None,Yes definitely,<800,1,Yes,4,Points
18-24,Bengaluru,20000.0,Omni,1,4,1013.0,"Dinner, Lunch",5,2-3× week,Equal,700,"Fruity, Spicy",Gin,Unlikely,1 000-1 200,4,Yes,4,Nutrition consult
25-34,Bengaluru,28976.0,Omni,4,4,1097.0,"Post-work drinks, Weekend treat",5,Never,Mocktails,600,Smoky,None,Yes definitely,800-1 000,3,Maybe,2,Nutrition consult
25-34,Hyderabad,53314.0,Keto,2,0,2000.0,Weekend treat,4,1-2× month,Equal,400,"Citrus, Earthy, Herbal, Smoky, Spicy","Tequila, Vodka",Maybe,1 000-1 200,5,Maybe,4,Points
55+,Bengaluru,20000.0,Vegetarian,6,0,907.0,Dinner,3,2-3× week,Equal,500,Spicy,Gin,Maybe,1 000-1 200,4,No,1,Free delivery
18-24,Mumbai,20000.0,Keto,1,2,1050.0,"Dinner, Lunch, Post-work drinks",3,Never,Mocktails,500,"Citrus, Spicy",None,Yes definitely,1 000-1 200,5,Maybe,3,Points
55+,Kolkata,25386.0,Vegetarian,4,2,1189.0,"Lunch, Post-work drinks",5,1-2× month,Cocktails,400,Fruity,"Gin, Vodka",Maybe,1 000-1 200,4,Maybe,2,Points
35-44,Kolkata,23259.0,Omni,4,3,1159.0,"Post-work drinks, Weekend treat",5,Never,Mocktails,500,"Herbal, Smoky",None,Yes definitely,1 000-1 200,5,Yes,3,Free delivery
18-24,Delhi,20000.0,Omni,0,1,1114.0,"Post-work drinks, Weekend treat",5,Never,Mocktails,500,Earthy,None,Yes definitely,<800,3,Yes,3,Cocktail upgrade
18-24,Mumbai,47842.0,Omni,1,1,2000.0,Weekend treat,2,2-3× week,Mocktails,600,Herbal,Whisky,Unlikely,1 000-1 200,2,Maybe,3,Nutrition consult
35-44,Hyderabad,21422.0,Omni,3,5,962.0,Weekend treat,3,Never,Mocktails,500,"Earthy, Spicy",None,Yes definitely,>1 200,4,Yes,5,Cocktail upgrade
25-34,Delhi,53462.0,Vegetarian,0,5,2000.0,Dinner,3,1× week,Mocktails,500,"Citrus, Fruity",Vodka,Yes definitely,>1 200,4,Maybe,3,Free delivery
25-34,Kolkata,20000.0,Keto,4,0,984.0,Post-work drinks,5,1× week,Cocktails,500,Citrus,Vodka,Unlikely,1 000-1 200,3,Yes,4,Free delivery
35-44,Chennai,20000.0,Omni,1,5,1002.0,Lunch,5,Never,Mocktails,500,Spicy,None,Yes definitely,1 000-1 200,4,Yes,5,Cocktail upgrade
35-44,Chennai,36188.0,Vegetarian,6,0,1615.0,Weekend treat,5,Never,Mocktails,500,"Earthy, Fruity",None,Yes definitely,800-1 000,3,Yes,4,Points
18-24,Pune,20000.0,Vegan,3,3,876.0,Weekend treat,5,2-3× week,Cocktails,700,Herbal,Rum,Unlikely,1 000-1 200,4,Maybe,2,Points
25-34,Chennai,22581.0,Vegetarian,4,0,1105.0,"Dinner, Weekend treat",5,Never,Mocktails,500,"Citrus, Earthy, Spicy",None,Yes definitely,<800,4,Yes,4,Nutrition consult
25-34,Pune,20000.0,Omni,5,3,1012.0,"Lunch, Post-work drinks, Weekend treat",5,1× week,Mocktails,700,"Citrus, Earthy","Gin, Tequila",Never,>1 200,5,No,2,Cocktail upgrade
25-34,Mumbai,66640.0,Omni,1,2,2000.0,"Dinner, Weekend treat",4,1-2× month,Cocktails,700,Spicy,Rum,Unlikely,<800,5,Maybe,3,Points
35-44,Delhi,41969.0,Omni,1,1,1783.0,Weekend treat,3,1-2× month,Cocktails,500,"Citrus, Spicy",Rum,Unlikely,<800,5,Yes,4,Points
18-24,Kolkata,20000.0,Omni,4,2,1032.0,Dinner,3,1-2× month,Cocktails,500,"Herbal, Spicy","Tequila, Whisky",Unlikely,800-1 000,4,No,1,Points
25-34,Delhi,30779.0,Omni,0,1,1595.0,Post-work drinks,5,1-2× month,Equal,400,Herbal,Vodka,Maybe,1 000-1 200,4,No,1,Free delivery
35-44,Delhi,20000.0,Vegetarian,4,2,1154.0,Lunch,5,Never,Mocktails,500,"Earthy, Fruity",None,Yes definitely,1 000-1 200,4,No,1,Nutrition consult
25-34,Mumbai,20000.0,Omni,2,5,979.0,"Dinner, Weekend treat",4,2-3× week,Cocktails,500,Earthy,Vodka,Maybe,1 000-1 200,1,Yes,4,Points
18-24,Kolkata,47372.0,Vegetarian,7,2,2000.0,"Lunch, Post-work drinks",5,1-2× month,Mocktails,500,Herbal,Rum,Maybe,>1 200,2,No,1,Points
55+,Mumbai,68582.0,Keto,4,2,2000.0,"Dinner, Lunch, Post-work drinks, Weekend treat",3,1-2× month,Cocktails,600,"Citrus, Earthy, Fruity, Herbal",Rum,Unlikely,1 000-1 200,4,Maybe,3,Nutrition consult
18-24,Chennai,21587.0,Omni,1,1,1253.0,"Lunch, Post-work drinks",5,Never,Mocktails,600,"Earthy, Fruity, Spicy",None,Yes definitely,1 000-1 200,3,Maybe,3,Free delivery
25-34,Delhi,155221.0,Keto,0,0,4000.0,Post-work drinks,5,1-2× month,Cocktails,500,Spicy,"Gin, Tequila",Yes definitely,1 000-1 200,4,Maybe,2,Points
45-54,Mumbai,80000.0,Vegetarian,3,2,2000.0,"Lunch, Weekend treat",5,1-2× month,Cocktails,600,Herbal,Whisky,Maybe,800-1 000,4,No,1,Cocktail upgrade
35-44,Pune,48433.0,Vegetarian,1,2,2000.0,Dinner,5,1-2× month,Equal,600,Spicy,Whisky,Unlikely,1 000-1 200,4,Yes,5,Points
18-24,Hyderabad,20000.0,Other,4,3,917.0,Weekend treat,5,2-3× week,Equal,500,"Citrus, Herbal","Gin, Tequila, Vodka",Never,800-1 000,5,Yes,4,Points
55+,Pune,25660.0,Other,2,4,1253.0,"Dinner, Weekend treat",3,1-2× month,Avoid all,700,"Earthy, Spicy",Gin,Unlikely,1 000-1 200,3,No,1,Free delivery
35-44,Mumbai,20000.0,Vegetarian,3,3,951.0,"Dinner, Weekend treat",4,1-2× month,Cocktails,600,"Fruity, Herbal, Spicy","Tequila, Whisky",Maybe,800-1 000,5,Yes,5,Free delivery
25-34,Delhi,54787.0,Vegetarian,7,2,2000.0,Weekend treat,3,1× week,Mocktails,400,"Fruity, Smoky","Gin, Rum",Maybe,>1 200,5,Maybe,4,Free delivery
18-24,Mumbai,27189.0,Vegan,5,2,1136.0,Dinner,5,1-2× month,Equal,500,"Citrus, Earthy, Fruity, Spicy",Vodka,Maybe,>1 200,4,Maybe,3,Free delivery
45-54,Mumbai,20000.0,Vegetarian,0,2,956.0,"Post-work drinks, Weekend treat",3,Never,Mocktails,600,"Citrus, Smoky",None,Yes definitely,800-1 000,3,Yes,4,Free delivery
25-34,Delhi,30741.0,Vegetarian,1,3,1462.0,Dinner,5,1× week,Equal,600,Spicy,Tequila,Maybe,800-1 000,5,Yes,5,Points
18-24,Mumbai,35620.0,Vegetarian,0,5,1657.0,"Lunch, Weekend treat",5,1-2× month,Mocktails,600,"Fruity, Herbal","Gin, Rum",Unlikely,>1 200,2,Maybe,4,Cocktail upgrade
25-34,Kolkata,20000.0,Omni,4,6,830.0,"Lunch, Post-work drinks",4,Never,Mocktails,600,"Citrus, Earthy",None,Yes definitely,1 000-1 200,5,Yes,3,Free delivery
18-24,Mumbai,21182.0,Keto,3,2,876.0,Post-work drinks,5,2-3× week,Equal,600,Smoky,Vodka,Unlikely,1 000-1 200,3,No,1,Points
45-54,Mumbai,29475.0,Vegetarian,5,2,1479.0,"Dinner, Weekend treat",5,Daily,Mocktails,700,"Fruity, Herbal",Whisky,Yes definitely,<800,4,Yes,5,Points
25-34,Delhi,20000.0,Omni,4,0,1012.0,Dinner,4,2-3× week,Cocktails,500,"Herbal, Spicy",Gin,Yes definitely,800-1 000,5,Yes,5,Cocktail upgrade
25-34,Mumbai,20000.0,Vegan,3,1,1113.0,Post-work drinks,5,2-3× week,Cocktails,500,Fruity,"Rum, Vodka, Whisky",Maybe,1 000-1 200,4,Yes,4,Free delivery
25-34,Delhi,169283.0,Omni,0,1,2000.0,Lunch,5,2-3× week,Mocktails,500,"Citrus, Herbal",Vodka,Maybe,1 000-1 200,5,Maybe,3,Cocktail upgrade
25-34,Pune,20000.0,Vegetarian,0,1,993.0,Post-work drinks,4,1× week,Mocktails,400,"Citrus, Earthy, Fruity, Herbal, Spicy","Rum, Tequila, Whisky",Maybe,800-1 000,5,Yes,5,Nutrition consult
45-54,Mumbai,76707.0,Omni,1,5,4000.0,Dinner,4,Daily,Cocktails,600,"Citrus, Earthy, Smoky",Vodka,Maybe,1 000-1 200,5,Yes,5,Cocktail upgrade
25-34,Kolkata,48064.0,Vegetarian,0,2,2000.0,Lunch,3,1-2× month,Cocktails,400,"Citrus, Earthy, Herbal",Gin,Yes definitely,1 000-1 200,4,Maybe,3,Points
45-54,Hyderabad,20000.0,Omni,5,2,1096.0,Lunch,3,1-2× month,Mocktails,600,Spicy,Vodka,Unlikely,<800,4,Yes,4,Points
45-54,Mumbai,20000.0,Omni,4,1,915.0,"Dinner, Post-work drinks",4,Never,Mocktails,400,Fruity,None,Yes definitely,1 000-1 200,4,Maybe,2,Nutrition consult
35-44,Delhi,21202.0,Omni,0,4,903.0,"Dinner, Lunch",4,2-3× week,Cocktails,600,"Earthy, Herbal, Spicy",Vodka,Yes definitely,1 000-1 200,3,Yes,5,Points
25-34,Delhi,36547.0,Keto,0,3,1836.0,"Dinner, Lunch, Weekend treat",4,Never,Mocktails,500,"Earthy, Spicy",None,Yes definitely,1 000-1 200,3,Yes,4,Free delivery
18-24,Pune,26529.0,Other,3,0,1330.0,"Dinner, Weekend treat",2,2-3× week,Mocktails,600,"Citrus, Fruity, Spicy","Tequila, Whisky",Unlikely,800-1 000,1,Yes,3,Free delivery
